GEOID,VALUE_0,VALUE_11,VALUE_12,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95
26135,0,16946100,0,60418800,21913200,2346300,300600,384300,409167904,441218688,160568096,107630096,66639600,3438000,37732500,148125600,4853700
29007,0,13626000,0,56061900,19952100,5533200,2154600,1247400,173201408,182700,29468700,752400,3917700,327606304,1134926080,34863300,1649700
41003,0,5697000,0,81964800,44702100,15877800,5170500,553500,22701600,644738432,245005200,134537408,49334400,304820992,137783696,17820000,35381700
48459,0,28059300,0,39302100,54630000,6524100,1856700,1723500,118155600,164551504,422973888,52164900,63603000,435159008,49500,142333200,15417900
48413,0,240300,0,18000000,7237800,1916100,341100,225900,1015200,1371600,274500,3306178816,13828500,0,35915400,170100,1800
47099,0,3784500,0,81251104,17694000,6032700,2195100,509400,616014016,44147700,33664500,43914600,27321300,532034112,158264992,14371200,1051200
51181,0,77262304,0,26968500,2613600,657900,327600,411300,40307400,183674704,113577296,44856900,23056200,3117600,148742096,115435800,11547900
48151,0,1546200,0,56242800,4177800,534600,198000,1816200,6301800,2700900,7349400,1230029952,212424304,4688100,805069824,383400,148500
45003,0,23895900,0,165739504,96065104,27870300,8678700,13007700,265691696,735057920,59400900,315972000,240084896,217903504,178021792,411724800,8885700
48257,0,66966300,0,91115104,61434000,26919000,8699400,2500200,192856496,4516200,51446700,31342500,357255904,944798400,151942496,80961296,16480800
18051,0,34416000,0,61696800,19998000,7789500,3973500,3629700,137250896,772200,20700000,1323000,7122600,55058400,872538304,49628700,4892400
27035,0,423276288,0,118601104,34058700,14127300,4585500,3505500,1074651264,37371600,112485600,16736400,31999500,268571712,95278496,499740288,322280992
20083,0,4879800,0,65468700,2892600,524700,105300,341100,2042100,0,106200,341100,1068023680,33992100,1042972224,4079700,4330800
39135,0,5472000,0,52235100,18305100,4299300,1381500,566100,162735296,4913100,6989400,151200,4410000,81711000,758258112,666000,900000
13057,0,30132000,0,151147808,73413000,22612500,6687000,4302900,421472704,134709296,127158304,12645000,31164300,87030000,7200,4739400,559800
13211,0,20283300,0,40122000,10253700,2247300,794700,4618800,199712704,201296704,104356800,14292900,33063300,251635504,4633200,42859800,943200
31001,0,4350600,0,54468900,26121600,7458300,3334500,1006200,9936900,3600,153000,1268100,171481504,2681100,1167570944,7209000,4428900
29205,0,7884000,0,38204100,12578400,1442700,252000,884700,210602704,818100,7523100,1199700,4195800,304846208,652913984,48034800,6117300
05109,0,31279500,0,68607904,12449700,1995300,436500,3465000,254835904,513040512,172458000,142646400,152982000,184420800,1732500,37473300,1472400
48221,0,41275800,0,68959800,25822800,11591100,3981600,1631700,81369000,112244400,2771100,10949400,717802176,34637400,8986500,9490500,515700
17087,0,10977300,0,29445300,20680200,1612800,212400,1025100,426125696,5864400,36700200,1516500,5606100,216017104,88209000,45184500,13795200
29219,0,24093900,0,45655200,18306000,5936400,1894500,1728900,532883712,5027400,105288304,1943100,5775300,166878000,207186304,11465100,610200
17011,0,24057000,0,76931104,47628000,11835000,3222900,979200,138809696,551700,49187700,90000,3324600,53545500,1827745152,38806200,5820300
31075,0,26208900,0,5886900,2136600,178200,21600,43200,225900,237600,7200,117900,1837026944,956700,2819700,2672100,151741792
21187,0,4186800,0,30735900,5688900,1176300,378900,262800,330506112,59498100,143696704,3140100,3778200,304168512,4227300,1459800,223200
40003,0,43925400,0,78659104,16155000,5784300,1426500,57158100,21474000,424800,663300,7157700,748418432,3463200,1255361408,14750100,25689600
17005,0,9442800,0,40247100,20546100,2874600,683100,419400,114903904,83700,105228896,323100,2033100,94588200,583214400,10660500,712800
16025,0,4720500,1942200,16410600,1842300,198000,3600,2372400,6300,646567168,256500,1149567360,611017216,2175300,290394912,39382200,52391700
47169,0,6920100,0,14354100,2057400,828000,455400,85500,92515504,11495700,61900200,916200,1981800,106489800,11260800,467100,229500
17177,0,4212000,0,53486100,37053900,9075600,3211200,1147500,57176100,1185300,36017100,482400,7135200,156378592,1079130624,10662300,3202200
38057,0,216051296,0,57091500,11868300,2883600,814500,11425500,62609400,185400,950400,560419200,1018206912,74512800,836009088,32757300,21933000
36067,0,79942496,0,174592800,148266000,65235600,30546900,11531700,564097472,37945800,43750800,34780500,10358100,325725312,376961408,189850496,14332500
19193,0,19121400,0,104662800,51548400,21861900,10648800,2986200,78289200,1108800,3302100,479700,155493904,131488200,1670200192,10062900,14546700
38065,0,23426100,0,40658400,3116700,686700,387900,5126400,34947000,32400,334800,21745800,907629312,136967392,645956992,39995100,25498800
21075,0,67206600,0,20799900,3924900,1354500,713700,2539800,30474000,67500,7023600,166500,818100,14922900,365355904,123799504,5474700
19159,0,9585900,0,37509300,16027200,1151100,215100,298800,138398400,2235600,20681100,1999800,4626000,611676928,535565696,13742100,1598400
21083,0,6435900,0,69704096,11186100,4046400,1788300,1534500,366549312,2828700,65214000,3285900,7240500,248247008,619655424,38159100,1687500
16083,0,23984100,0,80142304,41362200,19494900,5275800,609300,5969700,8886600,328500,2215097088,1230226176,107294400,1209562240,14400900,4733100
19175,0,14646600,0,33018300,17999100,2712600,785700,566100,89481600,4430700,19557000,1063800,3657600,361517408,544369472,6681600,2106000
47065,0,86199296,0,215973904,136742400,53717400,29821500,1636200,547772416,76417200,102423600,18326700,22942800,182384992,774900,6532200,1577700
55087,0,16018200,0,74757600,100139400,43845300,16518600,5371200,61879500,1876500,7231500,1058400,2450700,85699800,920833216,265031104,65126700
24023,0,24128100,0,75310200,10696500,5026500,1154700,22545000,989736320,36574200,210251696,17994600,34407900,231385504,12327300,23549400,20471400
17159,0,6153300,0,47261700,14280300,2449800,975600,592200,118550704,17100,17848800,2521800,1418400,50034600,644876096,23721300,531900
26005,0,52718400,0,104948096,84975296,21052800,8204400,9564300,436588192,20530800,60957900,7388100,35088300,70843504,950159680,313398912,18070200
37129,0,45614700,0,71436600,79725600,33702300,10782900,11121300,97200,73313104,750600,18069300,5003100,61200,13437000,95594400,40377600
20155,0,52893000,0,123129000,52678800,14581800,6266700,751500,94839296,93600,1558800,1014300,1176435840,8205300,1710581376,13225500,25666200
19041,0,10531800,0,54905400,12231000,5900400,1713600,1633500,3627000,126900,21699900,469800,23769900,92631600,1207167360,6299100,39135600
37159,0,32962500,0,129793504,54818100,16523100,7342200,722700,420972288,102615296,112731296,20039400,27997200,314012704,107361000,10875600,1485900
20199,0,542700,0,60025500,2149200,397800,117000,98100,321300,4500,95400,26100,1113921024,50615100,1132336768,1748700,5090400
48085,0,94266896,0,159856192,202916704,249178496,72226800,1783800,241648192,8610300,5727600,29500200,674348416,198098096,329984096,16146900,12746700
48075,0,3866400,0,38374200,8464500,1424700,542700,37296000,231300,3964500,18573300,1253798144,9541800,0,470059200,1829700,754200
48143,0,15709500,0,94904096,15008400,6567300,2769300,2301300,307845888,361155584,4145400,574130688,1169778560,152365504,96412496,18711900,292500
20031,0,71878496,0,43174800,24588000,3529800,753300,5310000,133171200,209700,6284700,5290200,523691104,395545504,455400000,15052500,11294100
19073,0,6287400,0,53864100,10210500,2493000,767700,898200,27666000,307800,4178700,51300,11963700,64943100,1264010368,16663500,15251400
20207,0,17733600,0,37262700,9152100,709200,143100,1469700,174942000,135900,2399400,29905200,373950912,401228096,260854208,2241900,902700
19189,0,4685400,0,38371500,11097900,2692800,801000,612900,9623700,177300,730800,2700,16680600,41230800,886705216,3012300,23096700
26057,0,8269200,0,51038100,45267300,9449100,3348900,769500,49778100,4954500,8690400,205200,1920600,8072100,1079447424,199707296,9861300
20111,0,16090200,0,63726300,36468900,10716300,3340800,2531700,130223696,40500,2574900,1233900,1149910144,290358016,492233408,14713200,3977100
19195,0,6291000,0,35495100,12322800,2668500,766800,1555200,12293100,116100,1517400,0,21339000,42695100,873937792,4907700,23513400
20133,0,22151700,0,45441000,25405200,5197500,1612800,2874600,153498592,48600,7211700,3270600,13986900,786046528,401552992,25353900,5130000
48123,0,9858600,0,76938304,20781000,7107300,1921500,1307700,354242688,57670200,102760200,445674592,16041600,1173572992,32256000,57997800,2957400
21143,0,105490800,0,30099600,4279500,1052100,342000,629100,334944896,5694300,38492100,3514500,6136200,63217800,82874704,6223500,570600
37037,0,75349800,0,104303696,22130100,7407000,2246400,2321100,486228608,343254592,326531712,45755100,74133000,283305600,22930200,23440500,1621800
21165,0,4629600,0,17551800,6232500,1149300,89100,978300,317702688,1496700,119977200,2659500,3977100,63633600,0,287100,46800
26085,0,18244800,0,72437400,10364400,1401300,534600,748800,621790208,187630208,192422704,66925800,77213696,2519100,60210900,168102000,4644000
05045,0,44684100,0,88768800,51019200,18641700,9306000,6280200,443201408,109953904,130055400,18851400,37627200,696403776,55072800,56730600,4794300
37027,0,9027900,0,105579904,35229600,10372500,4215600,349200,465986688,88352096,383634912,12056400,14458500,121968896,6201000,2088900,172800
05051,0,146683808,0,129793504,46701900,18052200,6958800,7655400,484911008,451012512,356952608,52433100,72473400,140489104,19800,1373400,506700
05053,0,5035500,0,46608300,39104100,3331800,1124100,807300,95316304,711953088,21168000,88641904,96281104,80763296,9081900,447675296,13680900
36083,0,35867700,0,85001400,56643300,40352400,11810700,5598900,458823616,121417200,496323904,11808900,23430600,231750000,76764600,93552304,13206600
42121,0,23575500,0,91360800,20384100,6415200,1640700,1299600,1195385344,22716000,147543296,20880000,10668600,169077600,45796500,12632400,1475100
48193,0,4684500,0,53811000,5814900,1340100,453600,784800,124734600,199643392,1841400,683767808,938984384,22514400,117594896,10283400,112500
38067,1441800,18761400,0,108477904,13987800,3637800,729000,8582400,68436000,6553800,2354400,1071900,9630900,164700000,2392590592,106038896,28962900
51520,0,116100,0,9458100,8359200,4049100,1871100,10800,5377500,91800,253800,23400,118800,2496600,0,900,0
31053,0,28142100,0,47938500,29400300,9204300,3917700,1212300,13431600,17100,83700,45900,74754896,6507900,1135455360,29047500,5680800
31027,0,15306300,0,60017400,13295700,1619100,377100,1209600,49619700,24300,549000,12600,363049216,14003100,1389498240,9862200,3895200
29177,0,12562200,0,47755800,22715100,3124800,794700,2208600,303586208,12600,2814300,1943100,5487300,560752192,492651008,19037700,5554800
37085,0,24150600,0,84969000,59102100,12846600,3170700,6311700,99472496,325841408,197549104,32990400,127124096,83301296,280642496,195163200,12427200
37105,0,9495900,0,53711100,22985100,8061300,3429000,1608300,96037200,169705792,151214400,18982800,35841600,68484600,37649700,19726200,1390500
55055,0,67303800,0,52593300,57926700,16558200,5657400,2849400,91827904,4934700,5320800,664200,1594800,141176704,771920128,135036000,150349504
21181,0,1592100,0,18863100,2815200,618300,241200,99000,154295104,7326000,69106496,1453500,3193200,230600704,1925100,8100,117000
27043,0,19814400,0,67348800,17739900,5013900,1202400,891000,10260900,49500,422100,14400,13762800,14956200,1640021376,45741600,32591700
37153,0,14511600,0,75524400,32381100,9490500,3576600,8883000,74304000,464234400,135238496,70470000,142036192,30668400,67437904,118248304,2381400
21219,0,3006000,0,34591500,4087800,1933200,438300,654300,236029504,3347100,64867500,2264400,4708800,161631008,457547392,3568500,382500
17051,0,35184600,0,81818096,23943600,4567500,1349100,1183500,319501792,490500,191601904,911700,3850200,163208704,998307904,37662300,12334500
17053,0,1835100,0,34068600,34575300,4572000,1657800,134100,4691700,12600,3608100,9000,293400,12491100,1161495936,1461600,39600
21233,0,6571800,0,36844200,5119200,1827000,820800,2343600,244428304,1412100,41665500,1383300,4901400,108451800,362752192,24461100,4413600
48129,0,8101800,0,31152600,5629500,535500,168300,27681300,28520100,30340800,855000,1338828288,729501312,3266100,203766304,4465800,3664800
37057,0,37332900,0,142010096,65821500,18996300,7414200,891900,564437696,101748600,120063600,24184800,31371300,276088512,57204000,8426700,1205100
46013,0,108919800,0,152469904,23611500,10094400,4058100,11637000,32614200,116100,999000,1018800,50745600,838872000,2830481920,6543000,407490304
45001,0,59344200,0,64020600,15078600,3221100,969300,3505500,289562400,361729792,149200192,37591200,65849400,240543008,656100,22050000,2412900
46125,0,4120200,0,59871600,6516000,1846800,520200,707400,10439100,8100,909900,18900,26872200,169694096,1284998400,963900,31681800
46005,0,31977900,0,113498096,13464000,5787900,2344500,3584700,15905700,22500,214200,404100,153847808,935491520,1812866432,3422700,189420304
21033,0,5355900,0,37525500,4126500,1148400,611100,1306800,356652000,6957000,56517300,4904100,7880400,126278096,246355200,14032800,1908900
46103,0,28020600,0,89350200,53261100,35346600,11267100,398719808,16477200,1596959104,38727900,311214592,3989721600,33004800,545474688,17243100,54698400
46039,0,46733400,0,49100400,4639500,1164600,200700,262800,13074300,0,470700,198900,384119104,165114000,901710016,315900,71972096
45015,0,329511616,0,154949408,71228704,26730000,9236700,8514000,48223800,1021105792,6129900,58635900,57488400,63234000,80829904,1142720128,84052800
48019,0,12899700,0,55246500,9296100,1702800,356400,1298700,64949400,785350784,205200,1042960512,60024600,3200400,5885100,3411000,94500
42023,0,2796300,0,27057600,2302200,918900,292500,1129500,622772096,29927700,280385984,35838900,8060400,11272500,731700,5687100,3025800
47063,0,48620700,0,53099100,26430300,10243800,3474900,2921400,112911296,14785200,23911200,2042100,8263800,178668896,7496100,106200,105300
45027,0,211118400,0,77040896,22041900,3056400,855000,322200,34808400,310932000,8032500,42358500,24678000,32556600,471638688,580265984,12080700
46087,0,21171600,0,55655100,5994000,1873800,352800,500400,5689800,27000,279000,29700,41717700,238260608,1074905088,597600,48106800
46073,0,8089200,0,37698300,2265300,746100,144900,367200,7556400,21600,139500,468000,303368384,448265696,511698592,1026900,56736900
46099,0,29534400,0,121473904,54606600,39638700,17524800,4341600,26675100,14400,1355400,65700,60668100,244313104,1470922240,1143900,39414600
17063,0,33293700,0,39086100,44313300,15069600,8033400,1385100,74815200,104400,768600,109800,32414400,14099400,817946112,28073700,7344900
49005,0,22986000,0,75366896,48791700,20298600,7380000,1045800,665246720,487906208,44122500,911628032,32643900,76055400,589342528,12907800,41195700
27079,0,68585400,0,38596500,22574700,7389900,1792800,7474500,89756096,428400,6672600,1417500,5119200,119205904,776518208,11047500,61520400
51003,0,12446100,0,95678096,40206600,12663900,4592700,1331100,822786304,85714200,332155808,32001300,50004900,369792000,18290700,3988800,730800
47135,0,22792500,0,34267500,2386800,703800,195300,833400,721990784,38772000,86733904,49896000,17419500,75146400,24517800,18147600,5013000
47147,0,3051000,0,77301904,19676700,6694200,3394800,452700,322216192,1744200,71455504,1969200,6908400,410292000,345999616,5607000,1215000
29009,0,30969000,0,80207104,22878900,7130700,1899000,1435500,801482368,71992800,90873000,7080300,15265800,902004288,17172000,728100,40500
51037,0,6715800,0,50308200,7292700,830700,180000,2692800,221287504,169897504,329498112,95156096,79495200,205716608,27605700,61023600,5203800
47179,0,7650900,0,85513504,50263200,16443000,6385500,1120500,224054096,2018700,52791300,3758400,5825700,402696000,10082700,434700,36000
55107,0,47717100,0,60904800,12222000,1939500,846900,374400,1054638016,7655400,89871296,26982000,17334000,112331696,327520800,545094912,101868304
51013,0,869400,0,17440200,23840100,14214600,5754600,241200,4886100,37800,1322100,33300,107100,127800,188100,211500,78300
45079,0,47253600,0,174386704,159114592,77886896,24948000,6761700,86908496,472911296,196865104,42342300,148163392,59637600,88534800,411102016,16027200
51065,0,8048700,0,36967500,4959000,819000,250200,1401300,195463808,88085696,218164496,45508500,29610000,92737800,9982800,12816000,1348200
